# MU = distance modulus corrected for bias and contamination
# MUERR = stat-uncertainty on MU 
# MUERR_SYS = sqrt(COVSYS_DIAG) for 'ALL' sys (diagnostic)
# ISDATA_REAL: 0  # flag for cosmology fitter to choose blind option # 5785
zCMB zHEL MU MUERR MUERR_SYS
7.770500000000000185e-01 7.770500000000000185e-01 4.335341999999999985e+01 1.237000000000000044e-01 2.099999999999999870e-03
7.771200000000000330e-01 7.771200000000000330e-01 4.328385000000000105e+01 1.774000000000000021e-01 3.216000000000000109e-02
7.774799999999999489e-01 7.774799999999999489e-01 4.358274999999999721e+01 2.028000000000000080e-01 1.043000000000000003e-02
7.775300000000000544e-01 7.775300000000000544e-01 4.325258000000000180e+01 1.257000000000000062e-01 2.380000000000000171e-03
7.776100000000000234e-01 7.776100000000000234e-01 4.343930999999999898e+01 1.355000000000000093e-01 2.629999999999999959e-03
7.776300000000000434e-01 7.776300000000000434e-01 4.321790000000000020e+01 1.381000000000000005e-01 8.259999999999999981e-03
7.779300000000000104e-01 7.779300000000000104e-01 4.339135999999999882e+01 1.409999999999999865e-01 1.251000000000000029e-02
7.782499999999999973e-01 7.782499999999999973e-01 4.330384000000000100e+01 1.290000000000000036e-01 4.680000000000000132e-03
7.784299999999999553e-01 7.784299999999999553e-01 4.320568999999999704e+01 1.068000000000000060e-01 9.669999999999999776e-03
7.784999999999999698e-01 7.784999999999999698e-01 4.336086999999999847e+01 1.638999999999999901e-01 1.370000000000000037e-02
7.787399999999999878e-01 7.787399999999999878e-01 4.365402999999999878e+01 1.380000000000000115e-01 3.860000000000000150e-03
7.788599999999999968e-01 7.788599999999999968e-01 4.343410999999999689e+01 1.355000000000000093e-01 1.850000000000000082e-03
7.794999999999999707e-01 7.794999999999999707e-01 4.330212000000000216e+01 1.058999999999999941e-01 4.029999999999999728e-03
7.799599999999999866e-01 7.799599999999999866e-01 4.327922000000000224e+01 1.509999999999999953e-01 9.075999999999999346e-02
7.800399999999999556e-01 7.800399999999999556e-01 4.344998999999999967e+01 2.099999999999999922e-01 5.007000000000000339e-02
7.800799999999999956e-01 7.800799999999999956e-01 4.343880000000000052e+01 1.454000000000000015e-01 4.519999999999999712e-03
7.801099999999999701e-01 7.801099999999999701e-01 4.379175999999999647e+01 1.497999999999999887e-01 3.769999999999999914e-03
7.801500000000000101e-01 7.801500000000000101e-01 4.352546999999999855e+01 1.335000000000000075e-01 2.139999999999999975e-03
7.802099999999999591e-01 7.802099999999999591e-01 4.344919999999999760e+01 1.250000000000000000e-01 2.030000000000000120e-03
7.802599999999999536e-01 7.802599999999999536e-01 4.342054999999999865e+01 1.385000000000000120e-01 8.149999999999999259e-03
7.802999999999999936e-01 7.802999999999999936e-01 4.329973999999999990e+01 1.270000000000000018e-01 6.190000000000000190e-03
7.803400000000000336e-01 7.803400000000000336e-01 4.375820000000000221e+01 1.562999999999999945e-01 1.620499999999999996e-01
7.804299999999999571e-01 7.804299999999999571e-01 4.306183000000000050e+01 1.280000000000000027e-01 6.769999999999999976e-03
7.804699999999999971e-01 7.804699999999999971e-01 4.338942999999999728e+01 1.269000000000000128e-01 4.950000000000000407e-03
7.804799999999999516e-01 7.804799999999999516e-01 4.317441999999999780e+01 1.426999999999999935e-01 4.910000000000000302e-03
7.805999999999999606e-01 7.805999999999999606e-01 4.340473999999999677e+01 1.758000000000000118e-01 6.819999999999999674e-03
7.809199999999999475e-01 7.809199999999999475e-01 4.352074000000000353e+01 1.105000000000000010e-01 9.830000000000000196e-03
7.813400000000000345e-01 7.813400000000000345e-01 4.322332999999999714e+01 1.380000000000000115e-01 2.500000000000000052e-03
7.816400000000000015e-01 7.816400000000000015e-01 4.344807000000000130e+01 1.310999999999999943e-01 7.389999999999999868e-03
7.816699999999999759e-01 7.816699999999999759e-01 4.348098999999999847e+01 1.549999999999999989e-01 5.819999999999999653e-03
7.817300000000000360e-01 7.817300000000000360e-01 4.343563999999999936e+01 1.218000000000000055e-01 2.480000000000000000e-03
7.820599999999999774e-01 7.820599999999999774e-01 4.351319999999999766e+01 1.224999999999999978e-01 4.550000000000000225e-03
7.821200000000000374e-01 7.821200000000000374e-01 4.325657000000000352e+01 1.499000000000000055e-01 7.790000000000000049e-03
7.822400000000000464e-01 7.822400000000000464e-01 4.322653999999999996e+01 1.343999999999999917e-01 2.890000000000000208e-03
7.822400000000000464e-01 7.822400000000000464e-01 4.342640999999999707e+01 1.388999999999999957e-01 3.340000000000000087e-03
7.822799999999999754e-01 7.822799999999999754e-01 4.343431000000000353e+01 1.146999999999999964e-01 5.799999999999999600e-03
7.823700000000000099e-01 7.823700000000000099e-01 4.342061999999999955e+01 1.295000000000000040e-01 3.530000000000000152e-03
7.825800000000000534e-01 7.825800000000000534e-01 4.329726999999999748e+01 1.497999999999999887e-01 9.749999999999999986e-03
7.827199999999999713e-01 7.827199999999999713e-01 4.329404999999999859e+01 1.088999999999999968e-01 4.460000000000000422e-03
7.827899999999999858e-01 7.827899999999999858e-01 4.369868000000000308e+01 1.451999999999999957e-01 9.690000000000000696e-03
7.828899999999999748e-01 7.828899999999999748e-01 4.355866999999999933e+01 1.302000000000000102e-01 4.660000000000000080e-03
7.830300000000000038e-01 7.830300000000000038e-01 4.340791999999999717e+01 1.275000000000000022e-01 6.960000000000000041e-03
7.833299999999999708e-01 7.833299999999999708e-01 4.370107000000000141e+01 1.487999999999999878e-01 3.480000000000000020e-03
7.834699999999999998e-01 7.834699999999999998e-01 4.302295999999999765e+01 1.275999999999999912e-01 1.584000000000000130e-01
7.834999999999999742e-01 7.834999999999999742e-01 4.335200999999999993e+01 1.401999999999999913e-01 2.069999999999999792e-03
7.836300000000000487e-01 7.836300000000000487e-01 4.326568999999999932e+01 1.353000000000000036e-01 6.640000000000000069e-03
7.837100000000000177e-01 7.837100000000000177e-01 4.343871000000000038e+01 1.297000000000000097e-01 2.170000000000000054e-03
7.843200000000000172e-01 7.843200000000000172e-01 4.332885999999999882e+01 1.774999999999999911e-01 1.141999999999999960e-02
7.844100000000000517e-01 7.844100000000000517e-01 4.325527999999999906e+01 1.269000000000000128e-01 3.409999999999999837e-03
7.844299999999999606e-01 7.844299999999999606e-01 4.349524000000000257e+01 1.207000000000000017e-01 6.009999999999999717e-03
7.844400000000000261e-01 7.844400000000000261e-01 4.308802000000000021e+01 1.433999999999999997e-01 1.098000000000000018e-02
7.844999999999999751e-01 7.844999999999999751e-01 4.345147000000000048e+01 1.680000000000000104e-01 1.144000000000000052e-02
7.845199999999999951e-01 7.845199999999999951e-01 4.372860000000000014e+01 1.340000000000000080e-01 2.830000000000000050e-03
7.845699999999999896e-01 7.845699999999999896e-01 4.335094000000000136e+01 1.555999999999999883e-01 7.889999999999999444e-03
7.852299999999999836e-01 7.852299999999999836e-01 4.368511999999999773e+01 1.716999999999999915e-01 4.660000000000000080e-03
7.852700000000000236e-01 7.852700000000000236e-01 4.359613000000000227e+01 1.401000000000000023e-01 6.060000000000000282e-03
7.853099999999999525e-01 7.853099999999999525e-01 4.347191000000000116e+01 1.648999999999999910e-01 1.677999999999999978e-02
7.853700000000000125e-01 7.853700000000000125e-01 4.325148000000000081e+01 1.312000000000000111e-01 4.519999999999999712e-03
7.855799999999999450e-01 7.855799999999999450e-01 4.356689999999999685e+01 1.771000000000000074e-01 8.800000000000000530e-03
7.857699999999999685e-01 7.857699999999999685e-01 4.354630000000000223e+01 2.129999999999999949e-01 1.942999999999999935e-02
7.858199999999999630e-01 7.858199999999999630e-01 4.359214000000000055e+01 1.356999999999999873e-01 1.009000000000000001e-02
7.859800000000000120e-01 7.859800000000000120e-01 4.345956000000000330e+01 2.462999999999999912e-01 4.014000000000000207e-02
7.861599999999999699e-01 7.861599999999999699e-01 4.341772999999999882e+01 1.731999999999999929e-01 5.201999999999999680e-02
7.863999999999999879e-01 7.863999999999999879e-01 4.354805999999999955e+01 2.003999999999999948e-01 3.370000000000000166e-03
7.865199999999999969e-01 7.865199999999999969e-01 4.349427000000000021e+01 1.416999999999999926e-01 1.345000000000000015e-02
7.867699999999999694e-01 7.867699999999999694e-01 4.342000000000000171e+01 1.247000000000000053e-01 2.449999999999999921e-03
7.868800000000000239e-01 7.868800000000000239e-01 4.338479000000000241e+01 1.285999999999999921e-01 1.060000000000000005e-02
7.870700000000000474e-01 7.870700000000000474e-01 4.339218000000000330e+01 1.335000000000000075e-01 6.657000000000000417e-02
7.871799999999999908e-01 7.871799999999999908e-01 4.334118999999999744e+01 1.479000000000000037e-01 4.550000000000000225e-03
7.872200000000000308e-01 7.872200000000000308e-01 4.332896999999999821e+01 1.330000000000000071e-01 2.510000000000000078e-03
7.872799999999999798e-01 7.872799999999999798e-01 4.337982000000000227e+01 1.310000000000000053e-01 3.419999999999999863e-03
7.873799999999999688e-01 7.873799999999999688e-01 4.369095999999999691e+01 1.570000000000000007e-01 5.619999999999999996e-03
7.875799999999999468e-01 7.875799999999999468e-01 4.361189000000000249e+01 1.565000000000000002e-01 3.602000000000000340e-02
7.877999999999999448e-01 7.877999999999999448e-01 4.392461000000000126e+01 2.109000000000000041e-01 1.105000000000000079e-02
7.877999999999999448e-01 7.877999999999999448e-01 4.356130000000000280e+01 1.653000000000000025e-01 3.490000000000000047e-03
7.881700000000000372e-01 7.881700000000000372e-01 4.325451999999999941e+01 1.353000000000000036e-01 2.409999999999999816e-03
7.883400000000000407e-01 7.883400000000000407e-01 4.329558999999999713e+01 1.366999999999999882e-01 6.360000000000000202e-03
7.883499999999999952e-01 7.883499999999999952e-01 4.374342000000000041e+01 1.582000000000000073e-01 1.170599999999999974e-01
7.883700000000000152e-01 7.883700000000000152e-01 4.340274999999999750e+01 1.464999999999999913e-01 5.799999999999999600e-03
7.883900000000000352e-01 7.883900000000000352e-01 4.338110000000000355e+01 1.774999999999999911e-01 6.212000000000000161e-02
7.884499999999999842e-01 7.884499999999999842e-01 4.355494000000000199e+01 1.395000000000000129e-01 3.069999999999999812e-03
7.884900000000000242e-01 7.884900000000000242e-01 4.327347000000000321e+01 1.343000000000000027e-01 5.329999999999999669e-03
7.885400000000000187e-01 7.885400000000000187e-01 4.356141000000000219e+01 1.476999999999999980e-01 6.100000000000000387e-03
7.885799999999999477e-01 7.885799999999999477e-01 4.355008999999999730e+01 1.472999999999999865e-01 6.259999999999999939e-03
7.887300000000000422e-01 7.887300000000000422e-01 4.392193000000000325e+01 2.394000000000000017e-01 1.881000000000000033e-02
7.890800000000000036e-01 7.890800000000000036e-01 4.345859000000000094e+01 1.330999999999999961e-01 1.064400000000000068e-01
7.892099999999999671e-01 7.892099999999999671e-01 4.339735000000000298e+01 1.872999999999999943e-01 1.362999999999999975e-02
7.892500000000000071e-01 7.892500000000000071e-01 4.331110999999999933e+01 1.337000000000000133e-01 4.689999999999999725e-03
7.892500000000000071e-01 7.892500000000000071e-01 4.333547999999999689e+01 1.544999999999999984e-01 4.828999999999999959e-02
7.896199999999999886e-01 7.896199999999999886e-01 4.339661000000000257e+01 1.554999999999999993e-01 3.980000000000000031e-03
7.898899999999999810e-01 7.898899999999999810e-01 4.355525000000000091e+01 2.439999999999999947e-01 1.464000000000000024e-02
7.902200000000000335e-01 7.902200000000000335e-01 4.371936000000000178e+01 1.343999999999999917e-01 3.959999999999999978e-03
7.903900000000000370e-01 7.903900000000000370e-01 4.338956999999999908e+01 1.355999999999999983e-01 5.689999999999999745e-03
7.905600000000000405e-01 7.905600000000000405e-01 4.337798000000000087e+01 1.373000000000000054e-01 4.089000000000000273e-02
7.906100000000000350e-01 7.906100000000000350e-01 4.329505999999999943e+01 1.353999999999999926e-01 1.620999999999999872e-02
7.907399999999999984e-01 7.907399999999999984e-01 4.325431999999999988e+01 1.343000000000000027e-01 2.490000000000000026e-03
7.910300000000000109e-01 7.910300000000000109e-01 4.344355000000000189e+01 1.353999999999999926e-01 2.840000000000000076e-03
7.913000000000000034e-01 7.913000000000000034e-01 4.365471999999999753e+01 1.962000000000000133e-01 5.400000000000000286e-03
7.913499999999999979e-01 7.913499999999999979e-01 4.348624999999999829e+01 1.345999999999999974e-01 1.629999999999999939e-03
7.914099999999999469e-01 7.914099999999999469e-01 4.361054000000000030e+01 1.547000000000000042e-01 8.689999999999999808e-03
7.914400000000000324e-01 7.914400000000000324e-01 4.347878999999999650e+01 1.595999999999999919e-01 8.779999999999999610e-03
7.915999999999999703e-01 7.915999999999999703e-01 4.353056999999999732e+01 1.496000000000000107e-01 3.569999999999999823e-03
7.917600000000000193e-01 7.917600000000000193e-01 4.324277000000000015e+01 1.474999999999999922e-01 8.000000000000000167e-03
7.921399999999999553e-01 7.921399999999999553e-01 4.354334999999999667e+01 1.401999999999999913e-01 1.221000000000000037e-02
7.922200000000000353e-01 7.922200000000000353e-01 4.353571999999999775e+01 1.373000000000000054e-01 3.619999999999999954e-03
7.922400000000000553e-01 7.922400000000000553e-01 4.352577999999999747e+01 1.449000000000000010e-01 5.109999999999999959e-03
7.922599999999999643e-01 7.922599999999999643e-01 4.328157999999999817e+01 1.900999999999999912e-01 2.466000000000000136e-02
7.930199999999999472e-01 7.930199999999999472e-01 4.360611000000000104e+01 1.479999999999999927e-01 6.450000000000000004e-03
7.935299999999999576e-01 7.935299999999999576e-01 4.375027000000000044e+01 2.132999999999999896e-01 7.779999999999999589e-03
7.935799999999999521e-01 7.935799999999999521e-01 4.349027999999999849e+01 1.443000000000000116e-01 5.069999999999999854e-03
7.941700000000000426e-01 7.941700000000000426e-01 4.349859000000000009e+01 1.557999999999999940e-01 5.429999999999999931e-03
7.944499999999999895e-01 7.944499999999999895e-01 4.327573000000000292e+01 1.463000000000000134e-01 5.159999999999999656e-03
7.948100000000000165e-01 7.948100000000000165e-01 4.353148999999999802e+01 1.499999999999999944e-01 3.389999999999999784e-03
7.948300000000000365e-01 7.948300000000000365e-01 4.341704000000000008e+01 1.353000000000000036e-01 3.160000000000000048e-03
7.950599999999999890e-01 7.950599999999999890e-01 4.335520000000000351e+01 1.330000000000000071e-01 4.210000000000000200e-03
7.952000000000000179e-01 7.952000000000000179e-01 4.359485000000000099e+01 1.607999999999999985e-01 3.380000000000000192e-03
7.953400000000000469e-01 7.953400000000000469e-01 4.357647999999999655e+01 1.817000000000000004e-01 1.204999999999999995e-02
7.956499999999999684e-01 7.956499999999999684e-01 4.342895000000000039e+01 1.327000000000000124e-01 2.510000000000000078e-03
7.958699999999999664e-01 7.958699999999999664e-01 4.372001999999999811e+01 1.469999999999999918e-01 5.029999999999999749e-03
7.958800000000000319e-01 7.958800000000000319e-01 4.340805000000000291e+01 1.401000000000000023e-01 2.170000000000000054e-03
7.959199999999999608e-01 7.959199999999999608e-01 4.372827999999999804e+01 2.078000000000000125e-01 5.861000000000000237e-02
7.959399999999999809e-01 7.959399999999999809e-01 4.351386000000000109e+01 1.801000000000000101e-01 3.820000000000000045e-03
7.961300000000000043e-01 7.961300000000000043e-01 4.345877999999999730e+01 1.454999999999999905e-01 4.309999999999999595e-03
7.963000000000000078e-01 7.963000000000000078e-01 4.340700999999999965e+01 1.461999999999999966e-01 4.154000000000000054e-02
7.973200000000000287e-01 7.973200000000000287e-01 4.354406999999999783e+01 1.388999999999999957e-01 1.265900000000000081e-01
7.973500000000000032e-01 7.973500000000000032e-01 4.325484999999999758e+01 1.156999999999999973e-01 9.886000000000000343e-02
7.973999999999999977e-01 7.973999999999999977e-01 4.366637999999999664e+01 1.227000000000000035e-01 7.571999999999999564e-02
7.974900000000000322e-01 7.974900000000000322e-01 4.328542000000000201e+01 1.668999999999999928e-01 1.533499999999999863e-01
7.978499999999999481e-01 7.978499999999999481e-01 4.340650000000000119e+01 1.250000000000000000e-01 3.923300000000000121e-01
7.979600000000000026e-01 7.979600000000000026e-01 4.345438999999999652e+01 1.408999999999999975e-01 4.020000000000000136e-03
7.981000000000000316e-01 7.981000000000000316e-01 4.360414999999999708e+01 1.454999999999999905e-01 3.810000000000000019e-03
7.981300000000000061e-01 7.981300000000000061e-01 4.332415000000000305e+01 1.585999999999999910e-01 3.289999999999999956e-03
7.982599999999999696e-01 7.982599999999999696e-01 4.340822000000000003e+01 1.405000000000000138e-01 5.040000000000000209e-03
7.983299999999999841e-01 7.983299999999999841e-01 4.359595999999999805e+01 1.993000000000000049e-01 3.799999999999999992e-03
7.987499999999999600e-01 7.987499999999999600e-01 4.352629000000000303e+01 1.477999999999999869e-01 4.380000000000000213e-03
7.990599999999999925e-01 7.990599999999999925e-01 4.354444000000000159e+01 1.890000000000000013e-01 4.109999999999999938e-03
7.992299999999999960e-01 7.992299999999999960e-01 4.335790000000000077e+01 1.391999999999999904e-01 4.199999999999999740e-03
7.993200000000000305e-01 7.993200000000000305e-01 4.351765999999999934e+01 1.449999999999999900e-01 3.350000000000000113e-03
7.993200000000000305e-01 7.993200000000000305e-01 4.337064000000000163e+01 1.459999999999999909e-01 4.461999999999999994e-02
7.994099999999999540e-01 7.994099999999999540e-01 4.316295999999999822e+01 1.330000000000000071e-01 2.560000000000000209e-03
7.994400000000000395e-01 7.994400000000000395e-01 4.347475000000000023e+01 1.428000000000000103e-01 3.530000000000000152e-03
7.994599999999999485e-01 7.994599999999999485e-01 4.357851999999999748e+01 1.189999999999999947e-01 9.069999999999999937e-03
7.995700000000000029e-01 7.995700000000000029e-01 4.342680000000000007e+01 1.136999999999999955e-01 2.009999999999999981e-02
7.998499999999999499e-01 7.998499999999999499e-01 4.348521000000000214e+01 1.532000000000000028e-01 5.000000000000000104e-03
7.999899999999999789e-01 7.999899999999999789e-01 4.347681000000000040e+01 1.178000000000000019e-01 4.340000000000000108e-03
8.001099999999999879e-01 8.001099999999999879e-01 4.369210999999999956e+01 1.733999999999999986e-01 3.040000000000000167e-03
8.002299999999999969e-01 8.002299999999999969e-01 4.357829000000000264e+01 1.511000000000000121e-01 5.409999999999999878e-03
8.002500000000000169e-01 8.002500000000000169e-01 4.349936999999999898e+01 1.847000000000000031e-01 1.078400000000000053e-01
8.002799999999999914e-01 8.002799999999999914e-01 4.341917999999999722e+01 1.358999999999999930e-01 3.310000000000000008e-03
8.005900000000000238e-01 8.005900000000000238e-01 4.344162000000000035e+01 1.786999999999999977e-01 6.100000000000000387e-03
8.006499999999999728e-01 8.006499999999999728e-01 4.337111000000000161e+01 1.272000000000000075e-01 4.963000000000000050e-02
8.006900000000000128e-01 8.006900000000000128e-01 4.366237999999999886e+01 1.615000000000000047e-01 6.190000000000000190e-03
8.008499999999999508e-01 8.008499999999999508e-01 4.339245999999999981e+01 1.246000000000000024e-01 3.480000000000000020e-03
8.010199999999999543e-01 8.010199999999999543e-01 4.332003000000000270e+01 1.794999999999999929e-01 2.154600000000000126e-01
8.010699999999999488e-01 8.010699999999999488e-01 4.335341999999999985e+01 1.241000000000000020e-01 2.779999999999999919e-03
8.011399999999999633e-01 8.011399999999999633e-01 4.346007999999999782e+01 1.360000000000000098e-01 3.020000000000000115e-03
8.012799999999999923e-01 8.012799999999999923e-01 4.365529000000000082e+01 1.597000000000000086e-01 4.320000000000000055e-03
8.012899999999999467e-01 8.012899999999999467e-01 4.350701999999999714e+01 1.650999999999999968e-01 5.839999999999999705e-03
8.013799999999999812e-01 8.013799999999999812e-01 4.361419000000000068e+01 1.559000000000000108e-01 5.219999999999999814e-03
8.014499999999999957e-01 8.014499999999999957e-01 4.356275000000000119e+01 1.643000000000000016e-01 5.089999999999999906e-03
8.015600000000000502e-01 8.015600000000000502e-01 4.332957999999999998e+01 1.652000000000000135e-01 7.159999999999999698e-03
8.017699999999999827e-01 8.017699999999999827e-01 4.360826999999999742e+01 1.668000000000000038e-01 4.400000000000000265e-03
8.020000000000000462e-01 8.020000000000000462e-01 4.374676000000000187e+01 1.877000000000000057e-01 6.901999999999999802e-02
8.020000000000000462e-01 8.020000000000000462e-01 4.352875999999999834e+01 2.235000000000000042e-01 6.870000000000000238e-03
8.020800000000000152e-01 8.020800000000000152e-01 4.366152000000000299e+01 1.270999999999999908e-01 2.619999999999999933e-03
8.025299999999999656e-01 8.025299999999999656e-01 4.346828000000000003e+01 1.330999999999999961e-01 6.190000000000000190e-03
8.025999999999999801e-01 8.025999999999999801e-01 4.357654000000000138e+01 1.454999999999999905e-01 2.799999999999999972e-03
8.030800000000000161e-01 8.030800000000000161e-01 4.350840999999999781e+01 1.453000000000000125e-01 8.179999999999999771e-03
8.032899999999999485e-01 8.032899999999999485e-01 4.353406999999999982e+01 1.504000000000000059e-01 3.389999999999999784e-03
8.032899999999999485e-01 8.032899999999999485e-01 4.359335999999999700e+01 1.912999999999999978e-01 1.100399999999999989e-01
8.037100000000000355e-01 8.037100000000000355e-01 4.331456000000000017e+01 1.668000000000000038e-01 7.134999999999999676e-02
8.038199999999999790e-01 8.038199999999999790e-01 4.323525999999999669e+01 1.421999999999999931e-01 2.160000000000000028e-03
8.039100000000000135e-01 8.039100000000000135e-01 4.348277000000000214e+01 1.252999999999999947e-01 2.150000000000000001e-03
8.039500000000000535e-01 8.039500000000000535e-01 4.361740000000000350e+01 1.658999999999999919e-01 1.054000000000000076e-02
8.040599999999999969e-01 8.040599999999999969e-01 4.340521999999999991e+01 1.247000000000000053e-01 3.459999999999999968e-03
8.042099999999999804e-01 8.042099999999999804e-01 4.355599000000000132e+01 1.436999999999999944e-01 1.176399999999999946e-01
8.042899999999999494e-01 8.042899999999999494e-01 4.353795000000000215e+01 1.592999999999999972e-01 4.429999999999999910e-03
8.043799999999999839e-01 8.043799999999999839e-01 4.358650999999999698e+01 1.547999999999999932e-01 2.929999999999999879e-03
8.045200000000000129e-01 8.045200000000000129e-01 4.328983000000000203e+01 1.723999999999999977e-01 8.829999999999999308e-03
8.046400000000000219e-01 8.046400000000000219e-01 4.368431000000000353e+01 1.910999999999999921e-01 6.049999999999999822e-03
8.048499999999999543e-01 8.048499999999999543e-01 4.343937999999999988e+01 1.424999999999999878e-01 3.069999999999999812e-03
8.048899999999999944e-01 8.048899999999999944e-01 4.359492000000000189e+01 1.428000000000000103e-01 6.579999999999999911e-03
8.050199999999999578e-01 8.050199999999999578e-01 4.366331000000000273e+01 1.980000000000000093e-01 7.620000000000000037e-03
8.050300000000000233e-01 8.050300000000000233e-01 4.340080999999999989e+01 1.653999999999999915e-01 2.860000000000000129e-03
8.051899999999999613e-01 8.051899999999999613e-01 4.345259999999999678e+01 1.328000000000000014e-01 2.909999999999999826e-03
8.055499999999999883e-01 8.055499999999999883e-01 4.337478000000000122e+01 1.625999999999999945e-01 1.400000000000000029e-02
8.057600000000000318e-01 8.057600000000000318e-01 4.350061000000000178e+01 1.472999999999999865e-01 6.969999999999999633e-03
8.057699999999999863e-01 8.057699999999999863e-01 4.357719999999999771e+01 1.715000000000000135e-01 5.040000000000000209e-03
8.058899999999999952e-01 8.058899999999999952e-01 4.360208999999999691e+01 1.386000000000000010e-01 4.029999999999999728e-03
8.059100000000000152e-01 8.059100000000000152e-01 4.365080999999999989e+01 1.305000000000000049e-01 2.210000000000000159e-03
8.059300000000000352e-01 8.059300000000000352e-01 4.351570000000000249e+01 1.693999999999999950e-01 1.615000000000000116e-02
8.060500000000000442e-01 8.060500000000000442e-01 4.350650999999999868e+01 1.454000000000000015e-01 8.859999999999999820e-03
8.063000000000000167e-01 8.063000000000000167e-01 4.363595999999999719e+01 1.791999999999999982e-01 2.817000000000000060e-02
8.068400000000000016e-01 8.068400000000000016e-01 4.364023999999999859e+01 1.582999999999999963e-01 3.579999999999999849e-03
8.069699999999999651e-01 8.069699999999999651e-01 4.363371000000000066e+01 1.880999999999999894e-01 1.043000000000000003e-02
8.070199999999999596e-01 8.070199999999999596e-01 4.352721999999999980e+01 1.665000000000000091e-01 4.485000000000000098e-02
8.070699999999999541e-01 8.070699999999999541e-01 4.354617999999999967e+01 1.159000000000000030e-01 7.280000000000000013e-03
8.072599999999999776e-01 8.072599999999999776e-01 4.343200000000000216e+01 1.446999999999999953e-01 4.859999999999999737e-03
8.075499999999999901e-01 8.075499999999999901e-01 4.336102000000000345e+01 1.547000000000000042e-01 4.590000000000000330e-03
8.076600000000000446e-01 8.076600000000000446e-01 4.328797000000000139e+01 1.325999999999999956e-01 2.459999999999999947e-03
8.083599999999999675e-01 8.083599999999999675e-01 4.378571000000000168e+01 1.963000000000000023e-01 7.374999999999999611e-02
8.084900000000000420e-01 8.084900000000000420e-01 4.350979000000000241e+01 1.325000000000000067e-01 2.030000000000000120e-03
8.087499999999999689e-01 8.087499999999999689e-01 4.347075999999999851e+01 1.592000000000000082e-01 6.570000000000000319e-03
8.092599999999999794e-01 8.092599999999999794e-01 4.335609000000000179e+01 1.743000000000000105e-01 8.619999999999999191e-03
8.093500000000000139e-01 8.093500000000000139e-01 4.349788999999999817e+01 1.458000000000000129e-01 2.909999999999999826e-03
8.095999999999999863e-01 8.095999999999999863e-01 4.384089999999999776e+01 1.761000000000000065e-01 5.749999999999999903e-03
8.097800000000000553e-01 8.097800000000000553e-01 4.337796000000000163e+01 1.295999999999999930e-01 5.660000000000000100e-03
8.097900000000000098e-01 8.097900000000000098e-01 4.344536999999999694e+01 1.502999999999999892e-01 3.480000000000000020e-03
8.098199999999999843e-01 8.098199999999999843e-01 4.375491000000000241e+01 2.008000000000000063e-01 6.939999999999999988e-03
8.100500000000000478e-01 8.100500000000000478e-01 4.361509000000000214e+01 1.570999999999999897e-01 1.857999999999999929e-02
8.101199999999999513e-01 8.101199999999999513e-01 4.368155999999999750e+01 1.426000000000000045e-01 4.340000000000000108e-03
8.104400000000000492e-01 8.104400000000000492e-01 4.345167000000000002e+01 1.610000000000000042e-01 6.610000000000000424e-03
8.106900000000000217e-01 8.106900000000000217e-01 4.365952000000000055e+01 2.189000000000000112e-01 5.960000000000000020e-03
8.107100000000000417e-01 8.107100000000000417e-01 4.349929999999999808e+01 1.388000000000000067e-01 3.680000000000000111e-03
8.109300000000000397e-01 8.109300000000000397e-01 4.337942999999999927e+01 1.373999999999999944e-01 3.030000000000000141e-03
8.109499999999999487e-01 8.109499999999999487e-01 4.339891999999999683e+01 1.559999999999999998e-01 8.000000000000000167e-03
8.114599999999999591e-01 8.114599999999999591e-01 4.350063999999999709e+01 1.476000000000000090e-01 4.279999999999999950e-03
8.114700000000000246e-01 8.114700000000000246e-01 4.356992999999999938e+01 1.441999999999999948e-01 3.360000000000000139e-03
8.115200000000000191e-01 8.115200000000000191e-01 4.347088000000000108e+01 1.408999999999999975e-01 2.350299999999999889e-01
8.117400000000000171e-01 8.117400000000000171e-01 4.365986999999999796e+01 1.461999999999999966e-01 2.778399999999999759e-01
8.117799999999999461e-01 8.117799999999999461e-01 4.366208000000000311e+01 1.313000000000000000e-01 2.330000000000000040e-03
8.118300000000000516e-01 8.118300000000000516e-01 4.351830000000000354e+01 1.638999999999999901e-01 6.146999999999999686e-02
8.119100000000000206e-01 8.119100000000000206e-01 4.337109000000000236e+01 1.388000000000000067e-01 4.040000000000000188e-03
8.119100000000000206e-01 8.119100000000000206e-01 4.400430999999999671e+01 2.069999999999999896e-01 4.839999999999999684e-03
8.121500000000000385e-01 8.121500000000000385e-01 4.393764999999999787e+01 1.794000000000000039e-01 9.239999999999999949e-03
8.122700000000000475e-01 8.122700000000000475e-01 4.335020999999999702e+01 1.897000000000000075e-01 1.293000000000000052e-02
8.123599999999999710e-01 8.123599999999999710e-01 4.338958999999999833e+01 1.292999999999999983e-01 2.619999999999999933e-03
8.125499999999999945e-01 8.125499999999999945e-01 4.363024000000000058e+01 1.526000000000000134e-01 6.179999999999999730e-03
8.127199999999999980e-01 8.127199999999999980e-01 4.371795000000000186e+01 1.602999999999999980e-01 1.913000000000000117e-02
8.129699999999999704e-01 8.129699999999999704e-01 4.343193000000000126e+01 1.497999999999999887e-01 5.640000000000000048e-03
